judul,link,tanggal,deskripsi,teks
[SALAH] Video Begal di Jalan Sendang Mulyo Semarang 26 September 2024,https://turnbackhoax.id/2024/09/30/salah-video-begal-di-jalan-sendang-mulyo-semarang-26-september-2024/,30-Sep-24,"Hasil periksa fakta Rahmah. BUKAN DI SEMARANG. Video tersebut terjadi di Jalan Raya Purwakarta KM 7, Kabupaten Bandung Barat pada 17 September 2024. KATEGORI: Konteks[…]","Hasil periksa fakta Rahmah.BUKAN DI SEMARANG. Video tersebut terjadi di Jalan Raya Purwakarta KM 7, Kabupaten Bandung Barat pada 17 September 2024.KATEGORI: Konteks yang salahSUMBER: Youtubehttps://archive.is/gy3eoNARASI:26 September 2024PENJELASAN:Ahir-akhir ini video yang menampilkan tindak kekerasan beredar di berbagai media sosial. Salah satunya di Youtube Short. Video itu menampilkan kawanan begal merampas motor korban dengan menggunakan sajam pada waktu malam hari. Pada video menarasikan kejadian terjadi pada 26 September 2024 di Jalan Sendang Mulyo Meteseh, Semarang pada pukul 20.17.Saat dilakukan penelusuran, video itu terjadi di Jalan Raya Purwakarta KM 7, Kp. Muara Cipada, Desa Campakamekar, Kecamatan Padalarang, Kab Bandung Barat pada 17 September 2024. Dilansir dari Tribatanews Polda Jawa Barat, polisi mengamankan 5 pelaku. Menurut laporan Kapolres Cimahi pelaku merupakan warga Kabupaten Cianjur, namun beraksi di wilayah Bandung Barat.Polrestabes Kota Semarang memastikan video pembegalan di Jalan Sendang Mulyo Semarang tidak benar. Pihak Polrestabes Semarang memberikan penjelasan pada akun Instagram @humas_polrestabessmg. Dalam narasi unggahan tersebut Polrestabes mengimbau warga menyaring informasi dan selalu mengkroscek kebenaran informasi yang di dapat.“Kepada seluruh warga kota semarang jika melihat atau mengetahuiada warga yang membawa/menyimpan senjata tajam sarana tawuranRemaja pesta miras meresahkan atau indikasi mau tawuranAdanya gerombolan gangster maupun kelompok balap liarsegera laporkan ke aplikasi LIBAS atau hub 110” tulis keterangan unggahan di akun Instagram Polrestabes Semarang.REFERENSI:https://www.instagram.com/p/DAVCmKyPMVehttps://www.instagram.com/smnpantura/reel/DADLKo6Ngkg/https://tribratanews.jabar.polri.go.id/respon-cepat-polres-cimahi-tangkap-begal-viral-di-padalarang-pelaku-pelajar-sma-di-cianjur/"
[PENIPUAN] Akun Tiruan Muhammad Ridwan Kapolres Madiun,https://turnbackhoax.id/2024/09/30/penipuan-akun-tiruan-muhammad-ridwan-kapolres-madiun/,30-Sep-24,Hasil periksa fakta Rahmah. Polres Madiun mengimbau warga selalu berhati-hati terhadap akun-akun yang mengatasnamakan Kapolres Madiun. KATEGORI: IMPOSTOR CONTENT SUMBER: WHATSAPP NARASI:Muhammad Ridwan0857 3900 9074[…],"Hasil periksa fakta Rahmah.Polres Madiun mengimbau warga selalu berhati-hati terhadap akun-akun yang mengatasnamakan Kapolres Madiun.KATEGORI: IMPOSTOR CONTENTSUMBER: WHATSAPPNARASI:Muhammad Ridwan0857 3900 9074PENJELASAN:Artikel disadur dari media sosial Polres Madiun.Baru-baru ini muncul akun WhatsApp bernomor 0857 3900 9074 mengatasnamakan Muhammad Ridwan. Selain itu ada juga akun Facebook yang mengatasnamakan Muhamad Ridwan.Faktanya akun-akun tersebut adalah akun tiruan yang mengatasnamakan Muhammad Ridwan. Pada media sosial resminya, Polres Madiun memposting akun-akun tiruan tersebut dan menandainya akun palsu.Lebih lanjut Polres Madiun meminta warga waspada terhadap akun media sosial palsu yang mengkloning foto dan memakai identitas Kapolres Madiun dengan tujuan tidak baik.“Hati-hati Penipuan! Diharapkan kepada seluruh masyarakat untuk waspada terhadap akun-akun palsu yang mengatasnamakan Kapolres Madiun. Pastikan selalu memeriksa keaslian informasi dan jangan mudah percaya pada akun yang mencurigakan. Jika menemukan hal mencurigakan, segera laporkan ke pihak berwenang. #Waspada Penipuan #Polres Madiun” tulis Polres Madiun pada akun Facebooknya.REFERENSI:https://m.facebook.com/story.php?story_fbid=911605680998743&id=100064479591725"
[PENIPUAN] Nomor WhatsApp Mengatasnamakan Pj Wali Kota Bandung 0822 4131 3339,https://turnbackhoax.id/2024/09/30/penipuan-nomor-whatsapp-mengatasnamakan-pj-wali-kota-bandung-0822-4131-3339/,30-Sep-24,Hasil periksa fakta Rahmah. Halo Bandung menjelaskan nomor WhatsApp beserta isi pesannya bukan dari Pj Wali Kota Bandung A Koswara. Kategori:Impostor Content Sumber:WhatsApp Narasi:PJ WALI[…],"Hasil periksa fakta Rahmah.Halo Bandung menjelaskan nomor WhatsApp beserta isi pesannya bukan dari Pj Wali Kota Bandung A Koswara.Kategori:Impostor ContentSumber:WhatsAppNarasi:PJ WALI KOTA BANDUNGPenjelasan:Artikel disadur dari Halo Bandung.Beredar nomor WhatsApp Pj Wali Kota Bandung A Koswara yang baru dilantik apada 20 September 2024. Akun tersebut memasang foto profil Koswara dan nama Pj Wali Kota Bandung.Dengan beredarnya akun tersebut, Pemkot Bandung pada akun media sosial resminya memastikan nomor tersebut bukan milik Koswara.Selain itu Pemkot Bandung juga meminta masyarakat mewaspadai dan mengabaikan jika dihubungi oleh nomor yang mengatasnamakan Pj Wali Kota Bandung atau pejabat di lingkungan Kota Bandung.Oleh karena itu akun WhatsApp bernomor 0822 4131 3339 mengatasnamakan Pj Wali Kota Bandung merupakan modus penipuan dengan kategori konten tiruan.Referensi:https://www.facebook.com/share/p/Qh6kQU3thWyP3qg2/?mibextid=xfxF2ihttps://www.instagram.com/p/DAQwvZOzG0_/?igsh=MWJsa2Y4dDF6NXN5eQ=="
[PENIPUAN] Nomor WhatsApp 0823 3808 7787 Mengaku Sebagai Aditya Mufti Ariffin,https://turnbackhoax.id/2024/09/30/penipuan-nomor-whatsapp-0823-3808-7787-mengaku-sebagai-aditya-mufti-ariffin/,30-Sep-24,Hasil periksa fakta Rahmah. Aditya Mufti Ariffin mengklarifikasi langsung melalui akun Facebook resminya bahwa nomor yang beredar bukan dirinya. KATEGORI: IMPOSTOR CONTENT SUMBER: WHATSAPP NARASI:“Aditya[…],Hasil periksa fakta Rahmah.Aditya Mufti Ariffin mengklarifikasi langsung melalui akun Facebook resminya bahwa nomor yang beredar bukan dirinya.KATEGORI: IMPOSTOR CONTENTSUMBER: WHATSAPPNARASI:“Aditya Mufti Ariffin0823 3808 7787”PENJELASAN:Disadur dari akun Facebook resmi Aditya Mufti Ariffin.Tersebar nomor WhatsApp Pj Wali Kota Banjarbaru. Akun bernomor 0823 3808 7787 memasang nama dan foto profil Aditya Mufti Ariffin memakai pakaian lengkap.Aditya Mufti meminta masyarakat mewaspadai akun WhatsApp tersebut. Pada akun Facebook resminya Aditya menuliskan dalam bahasa daerahnya bahwa ia tidak memiliki nomor WhatsApp tersebut.Maka sesuai dengan penjelasan di atas nomor WhatsApp Aditya Mufti Ariffin merupakan modus penipuan dengan kategori konten tiruan.REFERENSI:https://m.facebook.com/story.php?story_fbid=1059506929514658&id=100063660822959
[SALAH] KYAI IMAD KETURUNAN PKI,https://turnbackhoax.id/2024/09/30/salah-kyai-imad-keturunan-pki/,30-Sep-24,"Hasil Periksa Fakta Gabriela Nauli Faktanya, tidak ada informasi yang dapat membenarkan klaim yang beredar ini. Beberapa hal di dalam unggahan akun Facebook ini pun[…]","Hasil Periksa Fakta Gabriela NauliFaktanya, tidak ada informasi yang dapat membenarkan klaim yang beredar ini. Beberapa hal di dalam unggahan akun Facebook ini pun terbukti mengandung kekeliruan.Selengkapnya ada di penjelasan.=====[KATEGORI]: MANIPULATED CONTENT/Konten yang Dimanipulasi=====[SUMBER]: FACEBOOKhttps://ghostarchive.org/archive/UYu7D=====[NARASI]:“Pengakuan Murid yg sangat MEMBAGONGKANWalaupun KH. Imaduddin Utsman Anak Hasil Zina keturunan China PKI tapi Beliau tetap seorang Ulama yg wajib di hor matiKyai Imad Ternyata Keturunan PKI, Siapa Saja?”=====[PENJELASAN]:Beredar sebuah unggahan melalui media sosial Facebook, narasi yang menyebutkan bahwa salah satu kyai besar di Indonesia, KH Imaduddin Utsman, merupakan seorang keturunan PKI. Akun bernama Wicky Arie Sandy membagikan gambar seperti hasil tangkapan layar unggahan Facebook dari seseorang bernama Mohammad Yasin yang diklaim sebagai murid dari tokoh yang akrab disapai Kyai Imad ini. Terdapat di dalam unggahan tersebut, Mohammad Yasin menyebutkan bahwa Kyai Imad merupakan anak hasil zina dengan keturunan Cina PKI. Terdapat pula hasil tangkapan layar artikel dari media infobanknews yang berjudul “Kyai Imad Ternyata Keturunan PKI, Siapa Saja?”.Lalu apakah benar KH. Imaduddin Utsman atau akrab disapai Kyai Imad merupakan seorang berketurunan Cina PKI?Setelah melakukan penelusuran terkait dengan narasi yang beredar tersebut, didapati sebuah fakta yang menunjukkan bahwa unggahan tersebut mengandung beberapa kekeliruan. Pertama, mengenai hasil tangkapan layar artikel dari media infobanknews. Setelah menelusuri laman media online ini, tidak ditemukan artikel dengan judul demikian yang pernah terbit sebelumnya. Salah satu artikel yang mirip dengan hasil tangkapan layar tersebut adalah artikel yang terbit pada September 2023 lalu, yang berjudul “4 Artis Ini Ternyata Keturunan PKI, Siapa Saja?”.Kedua, mengenai narasi yang tampak berasal dari akun Muhammad Yasin, yang disebut sebagai murid dari Kyai Imad. Setelah melakukan penelusuran kembali akun dengan nama Muhammad Yasin, tidak ditemukan akun dengan foto profil seperti yang ada di dalam unggahan. Tidak ada pula informasi yang dapat ditemui perihal ungkapan Muhammad Yasin yang menyebutkan bahwa Kyai Imad merupakan keturunan Cina PKI.Ketiga, tidak ditemukan informasi lengkap mengenai orangtua atau garis keturunan dari kyai yang bernama lengkap KH Imaduddin Utsman al-Bantani. Namun diketahui Kyai Imad merupakan ulama kelahiran Cempaka-Kresek, Kabupaten Tanggerang pada 15 Agustus 1976. Utsman sendiri adalah nama kakek dari ibunya yang hidup di tengah-tengah keluarga Bani Utsman di Kresek, Tanggerang. Sementara “al-Bantani” menunjukkan asal daerahnya.Jadi dapat disimpulkan, klaim yang menyebutkan bahwa KH Imaduddin Utsman merupakan seorang keturunan PKI, merupakan sebuah klaim yang tidak terbukti. Unggahan dengan klaim semacam ini dapat dikategorikan sebagai manipulated content atau konten yang dimanipulasi.=====[REFERENSI]:https://infobanknews.com/4-artis-ini-ternyata-keturunan-pki-siapa-sajahttps://banyumas.tribunnews.com/2024/06/25/profil-kh-imaduddin-utsman-al-bantani-ulama-muda-nu-yang-berani-merontokkan-keabsahan-nasab-habibhttps://www.suara.com/lifestyle/2024/07/01/124834/profil-kh-imaduddin-utsman-beri-bukti-tak-ada-nasab-habib-di-indonesia-skakmat-bahar-bin-smith====https://www.facebook.com/100000879240447/posts/8342652252440667/?mibextid=rS40aB7S9Ucbxw6v"
"[SALAH] KENAIKAN TARIF PPN 12% MENAIKKAN TARIF AIR, LISTRIK, RUMAH DAN KREDIT PINJAMAN DANA",https://turnbackhoax.id/2024/09/30/salah-kenaikan-tarif-ppn-12-menaikkan-tarif-air-listrik-rumah-dan-kredit-pinjaman-dana/,30-Sep-24,"Hasil Periksa Fakta Gabriela Nauli Faktanya, sesuai dengan ketentuan perundang-undangan, kenaikan tarif PPN 12% akan dibebaskan dari beberapa kategori kebutuhan masyarakat, beberapa diantaranya yaitu air[…]","Hasil Periksa Fakta Gabriela NauliFaktanya, sesuai dengan ketentuan perundang-undangan, kenaikan tarif PPN 12% akan dibebaskan dari beberapa kategori kebutuhan masyarakat, beberapa diantaranya yaitu air bersih (termasuk biaya sambung/ pasang dan biaya beban tetap), listrik (kecuali untuk rumah tangga dengan daya >6600 VA), rusun sederhana (Rusunami, RS dan RSS) dan jasa keuangan.Selengkapnya ada di penjelasan.=====[KATEGORI]: MISLEADING CONTENT/Konten Menyesatkan=====[SUMBER]: FACEBOOKhttps://ghostarchive.org/archive/rDglv=====[NARASI]:“Siap-Siap! Tarif PPN 12% Berlaku per 1 Januari 2025ARTINYA:TAGIHAN INTERNET NAIK, TAGIHAN TELEPON NAIK, TAGIHAN LISTRIK NAIK, TAGIHAN AIR NAIK, TAGIHAN RUMAH NAIK, TAGIHAN MOTOR NAIK, TAGIHAN PAY LATER NAIK, TAGIHAN JAJANAN NAIK, POTONGAN GAJI JADI BESAR, DAN MASIH BANYAK LAGI”=====[PENJELASAN]:Beredar unggahan melalui media sosial Facebook, narasi yang menyebutkan bahwa per tanggal 1 Januari 2025 mendatang, berlaku tarif PPN 12% di Indonesia. Hal ini disebut akan menyebabkan kenaikan terhadap tarif dari sejumlah kelompok kebutuhan masyarakat, yaitu seperti tagihan internet, telepon, listirk, air, rumah, dan masih banyak lagi. Unggahan dari akun bernama Roman Bastituta ini diunggah pada 3 September 2024, dan telah dilihat oleh ratusan pengguna Facebook lainnya.Lalu apakah benar, kenaikan tarif PPN yang berlaku pada awal Januari akan mengakibatkan kenaikan tarif terhadap beberapa kelompok kebutuhan penting seperti air, listrik dan rumah?Setelah melakukan penelusuran lebih lanjut mengenai unggahan tersebut, ditemukan informasi yang menunjukkan bahwa klaim yang terdapat di dalam unggahan beberapa merupakan sebuah kekeliruan.Melansir dari artikel detik.com, kenaikan tarif PPN oleh pemerintah sebelumnya telah dilakukan pada 1 April 2022, yang mana pemerintah menaikkan tarif PPN dari 10% menjadi 11%. Kenaikan ini didasarkan pada mandat kebijakan yang tertera pada Undang-Undang Nomor 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan. Berdasarkan penjelasan di Pasal 7, ayat (1), huruf b, tarif pajak 12 persen akan berlaku paling lambat mulai 1 Januari 2025. Sebagaimana bunyi aslinya adalah sebagai berikut:“Sebesar 12% (dua belas persen) yang mulai berlaku paling lambat pada tanggal 1 Januari 2025.”Namun, meskipun disebut mengalami kenaikan, tarif PPN akan dibebaskan terhadap barang atau jasa yang ditentukan oleh undang-undang, seperti beberapa diantaranya adalah air bersih (termasuk biaya sambung/ pasang dan biaya beban tetap), listrik (kecuali untuk rumah tangga dengan daya >6600 VA), rusun sederhana (Rusunami, RS dan RSS), jasa keuangan (tagihan kredit), dan lain sebagainya.Artinya, klaim yang menyatakan bahwa kenaikan PPN 12% akan menaikkan beberapa tagihan seperti air, rumah, listrik, pinjaman, ataupun tagihan kredit, merupakan klaim yang keliru.  Narasi dengan klaim semacam ini dapat dikategorikan sebagai misleading content atau konten menyesatkan.=====[REFERENSI]:https://kumparan.com/kumparanbisnis/siap-siap-2025-tarif-naik-listrik-nonsubsidi-dan-ppn-jadi-12-persen-22pd0HaDks9https://www.cnbcindonesia.com/news/20240318094323-4-522777/siap-siap-ppn-naik-jadi-12-berlaku-1-januari-2025#:~:text=Jakarta%2C%20CNBC%20Indonesia%20%2D%20Masyarakat%20Indonesia,dari%2011%25%20menjadi%2012%25.&text=Pasal%207%20menyebutkan%20kenaikan%20PPN,berlaku%20mulai%201%20April%202022.https://www.detik.com/jogja/bisnis/d-7338682/ppn-direncanakan-naik-jadi-12-persen-ini-alasan-hingga-dampaknyahttp://johorejo.desa.id/kabardetail/WWM5UzNIV3drdzRqNFdMU1lmMEhoQT09/tenang–tidak-semua-kena-kenaikan-ppn.html=====https://www.facebook.com/61561357637236/videos/3880949625560298/?mibextid=rS40aB7S9Ucbxw6v"
[PENIPUAN] EVENT KUIS BERHADIAH UANG DARI GUCCI INDONESIA,https://turnbackhoax.id/2024/09/30/penipuan-event-kuis-berhadiah-uang-dari-gucci-indonesia/,30-Sep-24,"Hasil Periksa Fakta Gabriela Nauli Faktanya, Gucci tidak ada mengeluarkan informasi mengenai event kuis yang berhadiah sejumlah uang. Informasi mengenai Gucci hanya dapat diakses melalui[…]","Hasil Periksa Fakta Gabriela NauliFaktanya, Gucci tidak ada mengeluarkan informasi mengenai event kuis yang berhadiah sejumlah uang. Informasi mengenai Gucci hanya dapat diakses melalui media sosial Instagram dan X resmi yaitu @gucci. Selain itu, kontak resmi juga dapat dilihat melalui laman resminya gucci.com.Selengkapnya ada di penjelasan.=====[KATEGORI]: FABRICATED CONTENT/Konten Palsu=====[SUMBER]: WHATSAPPhttps://ghostarchive.org/archive/0Jmaq=====[NARASI]:“Tujuan Event Gucci adalah untuk memperkenalkan brand International kepada masyarakat Indonesia agar brand tersebut bisa populer dipasar Indonesia, serta meningkatkan popularitas dan ketenarasn Gucci.Jika Kuis hari ini diselesaikan Total cuan yang diterima 500.000-1.000.000 dan dapat kesempatan lanjut Acara besok hari yang tentunya dengan Cuan yang lebih besar…. Silakan Kirim Jawaban nya kepada saya https://t.me/admlaylanourzahra di personal chat”=====[PENJELASAN]:Beredar sebuah narasi melalui media sosial Whatsapp, informasi mengatasnamakan merek fashion internasional yaitu Gucci Indonesia. Sebuah nomor (+62 838 5151 1537) yang menyebutkan dirinya sebagai admin, menyebarkan narasi yang berisi ajakan untuk mengikuti kegiatan kuis bertajuk “Event Gucci”. Informasi ini pun disebarkan dengan cara mengundang berbagai nomor ke dalam sebuah grup Whatsapp.Di dalam penjelasannya, admin tersebut menyebutkan bahwa setiap berkesempatan mendapatkan hadiah sebesar Rp60.000 jika berhasil menjawab dengan benar 2 pertanyaan yang telah ditampilkan. Total hadiah bisa mencapai angka Rp200.000-Rp500.000 setiap hari. Setiap peserta kemudian diarahkan untuk mengirim jawaban melalui tautan Telegram https://t.me/admlaylanourzahra.Lalu apakah benar bahwa Gucci mengadakan sebuah event kuis dengan hadiah sejumlah uang?Namun setelah melakukan penelusuran lebih lanjut mengenai informasi yang beredar melalui pesan Whatsapp tersebut, ditemukan fakta yang menunjukkan bahwa informasi yang disebarkan melalui grup tersebut adalah hoaks. Pasalnya, tidak ditemukan informasi mengenai event kuis yang diadakan oleh Gucci, apalagi yang menggunakan media sosial Whatsapp sebagai alat bantu komunikasi kepada para peserta.Gucci diketahui hanya memiliki satu akun media sosial di Instagram dan X (@gucci), serta laman resmi (gucci.com) yang berisi informasi lengkap mengenai Gucci, termasuk tentang outlet penjualan yang tersebar di berbagai negara di dunia. Melansir dari laman resminya, jika mencari mengenai informasi Gucci di Indonesia, pembaca akan diarahkan pada 3 outlet yang berada di Jakarta. Setiap outlet pun disertai dengan nomor telepon sebagai nomor kontak resmi. Dari ketiga nomor yang terdapat di laman tersebut, tidak ada satupun nomor yang sama dengan nomor admin pada grup Whatsapp tersebut.Penyebaran narasi melalui grup Whatsapp yang mengatasnamakan merek atau perusahaan terkenal merupakan penipuan yang pernah terjadi sebelumnya. Beberapa diantaranya pernah mengatasnamakan Tiktok, Sinarmas Sekuritas, dan Tokopedia.Jadi dapat disimpulkan, grup Whatsapp yang mengatasnamakan Gucci dan event kuis dengan hadiah sejumlah uang, merupakan sebuah informasi penipuan. Informasi semacam ini dapat dikategorikan sebagai fabricated content atau konten palsu.=====[REFERENSI]:https://www.gucci.com/sg/en_gb/store?name=Jakarta[PENIPUAN] PROGRAM TIKTOK INTERNASIONAL MELALUI GRUP WHATSAPP[SALAH] Pesan Whatsapp Shopee Beri Hadiah Rp 2 Juta Untuk Pelanggan Terbaik[SALAH] Grup WhatsApp Untuk Program Afiliate Tokopedia[PENIPUAN] GRUP WHATSAPP MENGATASNAMAKAN SIMINVEST/SINARMAS SEKURITAS"
[SALAH] Video 1000 Kader PDIP Subang Mengundurkan Diri Karena PDIP Gagal Usung Anies Baswedan,https://turnbackhoax.id/2024/09/30/salah-video-1000-kader-pdip-subang-mengundurkan-diri-karena-pdip-gagal-usung-anies-baswedan/,30-Sep-24,"Hasil periksa fakta Evarizma Zahra. Konteks yang salah. Video tersebut menunjukkan 1,000 kader PDIP Subang yang mengundurkan diri sebagai bentuk dukungan kepada Prabowo-Gibran di Pilpres[…]","Hasil periksa fakta Evarizma Zahra.Konteks yang salah. Video tersebut menunjukkan 1,000 kader PDIP Subang yang mengundurkan diri sebagai bentuk dukungan kepada Prabowo-Gibran di Pilpres 2024 dan Ruhimat di pilkada Subang 2024. Aksi pengunduran diri itu juga sebagai protes kepada DPC PDIP Subang yang menganggap Ruhimat berkhianat karena mendukung Prabowo-Gibran pada Pilpres 2024. Tidak ada hubungannya dengan Anies Baswedan.=====KATEGORI: KONTEKS YANG SALAH=====Sumber: Facebookhttps://ghostarchive.org/archive/O9CLO=====Narasi:“Ayyoooo segera KOSONGkaan”,teruskan himbauan SahabatKu Perubahan untuk mengkosongkan Partai Partai yang bohongi Pak Anies B.Memang di DKI namun terimalah dampaknya seluruh Indonesia,,,teruskan anjuran untuk mengKOSONGkan”.(Narasi dilanjutkan setelah referensi).=====Penjelasan:Akun Facebook dengan nama “Susi Nander” mengunggah video yang menunjukkan mundurnya 1,000 kader PDIP Subang. Susi Nander kemudian melengkapi konteks video itu sebagai gerakan perubahan mengkosongkan partai-partai yang membohongi Anies Baswedan. Susi Nander juga menghimbau warga Indonesia untuk mencoblos semua partai agar suaranya tidak sah semua, karena calon gubernur DKI Jakarta tidak mengusung Anies Baswedan. Postingan itu diunggah pada 1 September 2024.Berdasarkan hasil penelusuran, 1,000 kader PDIP Subang yang mundur itu tidak ada hubungannya dengan Anies Baswedan. Versi lengkap video tersebut pernah diunggah di kanal YouTube resmi Official News dengan judul “1.000 Kader PDIP Subang Kembalikan KTA, Kecewa Jelang Pilkada 2024” yang diunggah pada 3 Agustus 2024. Melansir dari keterangan yang ditulis Official News, gerakan mundurnya 1,000 kader PDIP Subang itu merupakan bagian dari aksi long march yang dimulai dari terminal Subang hingga kantor DPC PDIP yang jaraknya sekitar 1 km. Gerakan itu dilakukan dalam rangka pengembalian kartu tanda anggota (KTA) karena kecewa dengan kebijakan partai yang tidak sejalan pada saat Pilpres dan Pilkada 2024. Kebijakan partai yang diprotes di sini berkaitan dengan tidak diusungnya mantan bupati Subang, Ruhimat, karena DPC PDIP Subang menilai Ruhimat berkhianat pada Pilpres 2024 dengan mendukung Prabowo-Gibran.Aksi tersebut juga diberitakan di YouTube resmi Metro TV di videonya yang berjudul “Ribuan Kader Undurkan Diri? Karena Alih Dukungan!” yang diunggah pada 4 Agustus 2024.Dengan demikian, informasi yang disebarkan oleh akun Facebook Susi Nander merupakan konteks yang salah.=====Referensi:https://www.youtube.com/watch?v=EZmC7GPcWh0https://www.youtube.com/watch?v=Pi5Mlrv7OAA=====(Lanjutan narasi):Seluruh kader PDIP ngundurkan diri dari PDIP daerah Subang Ayoo daerah lain Boikot partai partai Indonesia Itu bagus Coblos semuanya DKI Jakarta Agar tidak sah semuanyaRakyat Indonesia Demo secara Dingin Coblos semuanya Itu calon gubernur Tanpa Anies BaswedanBerjuang semua nya Allahuakbar Boikot partai partai Indonesia Semua nya Oleh seluruh rakyat IndonesiaKareena Pro PKI prro komunis China OligarkiBukan dukung Orang’ Yg jujur adil amanah Bangkit seluruh rakyat Indonesia”."
"[SALAH] Video Kecelakaan di Tanjung Uncang, Batam",https://turnbackhoax.id/2024/09/30/salah-video-kecelakaan-di-tanjung-uncang-batam/,30-Sep-24,"Hasil periksa fakta Evarizma Zahra. Konteks yang salah. Video itu adalah kecelakaan di Morowali, Sulawesi Tengah, bukan Batam. ===== KATEGORI: KONTEKS YANG SALAH ===== Sumber:[…]","Hasil periksa fakta Evarizma Zahra.Konteks yang salah. Video itu adalah kecelakaan di Morowali, Sulawesi Tengah, bukan Batam.=====KATEGORI: KONTEKS YANG SALAH=====Sumber: Facebookhttps://ghostarchive.org/archive/VSxpJ=====Narasi:“Kecelakaan di Tanjung uncang..#batam#TanjungUncang”.=====Penjelasan:Artikel disadur dari Kompas.Akun Facebook bernama Muhammad Rodja mengunggah video yang menunjukkan beberapa orang tergeletak berdarah setelah kecelakaan. Muhammad Rodja mengklaim video itu adalah kecelakaan di Tanjung Uncang, Batam.Setelah dilakukan pencarian oleh tim Kompas, Kepala Unit Penegakan Hukum Lalu Lintas Polresta Barelang, Iptu Viktor Hutahaean telah memastikan bahwa kecelakaan tersebut tidak terjadi di Tanjung Uncang, tetapi Morowali. Informasi ini dilansir dari artikel Batam Pos yang berjudul “Polisi Pastikan Kecelakaan di Tanjunguncang Hoaks”.Selain itu, melansir dari Tribun Palu, dugaan sementara kecelakaan di Tanjung Uncang tersebut terjadi ketika mobil pick up milik PT Senapati Sinergi Tujuh Tujuh (SSTT) terguling karena sopir pick up kehilangan kendali saat hendak menyalip bus dan kemudian muncul kendaraan lain dari arah yang berlawanan.Dengan demikian, informasi yang disebarkan oleh akun Facebook Muhammad Rodja merupakan konteks yang salah.=====Referensi:https://www.kompas.com/cekfakta/read/2024/09/24/142800282/-klarifikasi-video-kecelakaan-di-morowali-dinarasikan-terjadi-di-batamhttps://metro.batampos.co.id/polisi-pastikan-kecelakaan-di-tanjunguncang-hoaks/https://palu.tribunnews.com/2024/09/22/pick-up-angkut-pekerja-di-bahodopi-morowali-terguling-2-karyawan-tewas#google_vignette"
[SALAH] Diksi Merdeka: “Warga Bali : Ini Bali Bukan Jawa Jadi Mohon Volume TOA Brengsek Di Perkecil”,https://turnbackhoax.id/2024/09/30/salah-diksi-merdeka-warga-bali-ini-bali-bukan-jawa-jadi-mohon-volume-toa-brengsek-di-perkecil/,30-Sep-24,Hasil periksa fakta Evarizma Zahra. Konten yang dimanipulasi. Media Diksi Merdeka tidak pernah menulis berita dengan judul tersebut dan tidak ada media yang menulis judul[…],"Hasil periksa fakta Evarizma Zahra.Konten yang dimanipulasi. Media Diksi Merdeka tidak pernah menulis berita dengan judul tersebut dan tidak ada media yang menulis judul berita demikian.=====KATEGORI: KONTEN YANG DIMANIPULASI=====Sumber: TikTokhttps://ghostarchive.org/archive/kzvXr=====Narasi:“Warga Bali : Ini Bali Bukan Jawa Jadi Mohon Volume TOA Brengsek Di Perkecil”.=====Penjelasan:Akun TikTok @1q_223 (Alibaba) mengunggah tangkapan layar berita Diksi Merdeka yang berjudul “Warga Bali : Ini Bali Bukan Jawa Jadi Mohon Volume TOA Brengsek Di Perkecil”. Unggahan tersebut telah disukai 3,176 orang dan mendapatkan 2,564 komentar dalam waktu dua hari.Ketika memasukkan judul berita tersebut di search bar web resmi Diksi Merdeka, tidak ditemukan artikel dengan judul demikian. Bahkan ketika memasukkan keyword “Ini Bali bukan Jawa volume TOA diperkecil” di pencarian Google, tidak ditemukan berita mengenai warga Bali yang memprotes suara TOA dan menyebutkan bahwa mereka ada di Bali bukan Jawa.Setelah menelusuri foto utama berita yang terlihat di tangkapan layar, ditemukan beberapa artikel yang menggunakan foto sama persis, yang membahas mengenai Pramuka Bali, bukan toa masjid. Salah satunya artikel Kata Bali berjudul “Putri Suastini Koster Harap Pramuka Bali Jadi Contoh Pramuka Lain di Nusantara” dan artikel dari Media Pelangi yang berjudul “Ny. Putri Koster, Berharap Pramuka Bali Terus Bergerak Melalui Kegiatan dan Program Tepat Sasaran”.Dengan demikian, informasi yang disebarkan oleh akun TikTok @1q_223 adalah konten yang dimanipulasi.=====Referensi:https://diksimerdeka.com/?s=Warga+Bali+%3A+Ini+Bali+Bukan+Jawa+Jadi+Mohon+Volume&post_type=posthttps://www.google.com/search?q=Ini+Bali+bukan+Jawa+volume+TOA+diperkecilhttps://katabali.com/2020/02/putri-suastini-koster-harap-pramuka-bali-jadi-contoh-pramuka-lain-di-nusantara/https://www.mediapelangi.com/2020/02/23/ny-putri-koster-berharap-pramuka-bali-terus-bergerak-melalui-kegiatan-dan-program-tepat-sasaran/"
